Tm/s,Flow ,Velocity,S,Status
99.52,9.7967,0.6301,"887,882",Leaking
99.52,9.7937,0.6301,"887,882",Leaking
99.51,8.1756,0.6871,"887,882",Leaking
99.52,10.434,0.869,"887,882",Leaking
99.48,12.357,0.9323,"887,882",Leaking
99.52,12.025,0.7758,"887,882",Leaking
99.5,10.004,0.7273,"887,882",Leaking
99.48,9.4932,0.6924,"887,882",Leaking
99.54,8.4161,0.8598,"887,882",Leaking
99.44,30.045,2.2224,"887,882",No leaking
99.44,30.011,2.216,"887,882",No leaking
99.44,29.912,2.211,"887,882",No leaking
99.54,8.2151,0.8598,"887,882",Leaking
99.55,11.761,0.9135,"887,882",Leaking
99.48,12.373,0.8652,"887,882",Leaking
99.49,11.559,0.7895,"887,882",Leaking
99.59,10.512,0.711,"887,882",Leaking
100.2,9.6192,0.7642,"887,882",Leaking
100.1,10.33,0.8885,"887,882",Leaking
99.97,12.015,0.8934,"887,882",Leaking
100,11.862,0.7472,"887,882",Leaking
90.49,9.9485,0.59,"887,882",Leaking
90.49,8.4797,0.59,"887,882",Leaking
102.2,7.9722,0.5562,"887,882",Leaking
102.6,7.2936,0.3905,"887,882",Leaking
102.3,5.6538,0.5945,"887,882",Leaking
102.1,7.4646,0.5042,"887,882",Leaking
100.1,6.9731,0.4275,"887,882",Leaking
99.87,6.0174,0.7924,"887,882",Leaking
99.8,9.4859,0.8768,"887,882",Leaking
99.8,9.4859,0.8768,"887,882",Leaking
99.71,11.75,0.842,"887,882",Leaking
99.68,11.467,0.7991,"887,882",Leaking
100.1,11.109,0.7402,"887,882",Leaking
100.1,11.109,0.7402,"887,882",Leaking
100,10.177,0.5873,"887,882",Leaking
99.89,8.649,0.4199,"887,882",Leaking
99.68,6.12,0.5519,"887,882",Leaking
99.63,6.12,0.7901,"887,882",Leaking
99.5,9.3726,0.9298,"887,882",Leaking
99.5,12.825,0.9207,"887,882",Leaking
99.55,10.657,0.6709,"887,882",Leaking
99.55,10.657,0.6709,"887,882",Leaking
99.47,8.9604,0.7083,"887,882",Leaking
99.43,10.517,0.7862,"887,882",Leaking
99.44,29.889,2.215,"887,882",No leaking
99.44,29.921,2.2159,"887,882",No leaking
99.44,29.961,2.2185,"887,882",No leaking
99.42,8.7642,0.5313,"887,882",Leaking
99.52,6.2388,0.4116,"887,882",Leaking
99.48,99.48,0.5387,"887,882",Leaking
99.54,8.8272,0.7753,"887,882",Leaking
99.57,10.384,0.7223,"887,882",Leaking
99.52,8.946,0.5053,"887,882",Leaking
99.49,7.0577,0.7176,"887,882",Leaking
99.48,11.406,1.0418,"887,882",Leaking
93.08,14.189,1.06,"887,882",Leaking
99.86,0.72,0.0106,"887,882",Leaking
103.3,0.2016,0.092,"887,882",Leaking
103.1,1.314,0.14,"887,882",Leaking
102.8,1.8792,0.1444,"887,882",Leaking
106.4,1.854,0,"887,882",Leaking
99.36,0.225,0.0602,"887,882",Leaking
99.24,0.8243,0.0615,"887,882",Leaking
99.16,0.8279,0.0664,"887,882",Leaking
99.05,1.0494,0.0832,"887,882",Leaking
99,1.1142,0.0841,"887,882",Leaking
98.98,1.1376,0.1089,"887,882",Leaking
113.7,2.8908,0,"887,882",Leaking
99.38,1.2816,0.0946,"887,882",Leaking
99.37,1.2816,0.0957,"887,882",Leaking
99.37,1.2996,0.097,"887,882",Leaking
99.37,1.3158,0.0985,"887,882",Leaking
99.37,1.3374,0.1019,"887,882",Leaking
99.36,1.4184,0.1053,"887,882",Leaking
99.37,1.4094,0.104,"887,882",Leaking
99.37,1.3788,0.1012,"887,882",Leaking
99.36,1.3662,0.1002,"887,882",Leaking
99.36,1.3518,0.0998,"887,882",Leaking
99.36,1.3554,0.0998,"887,882",Leaking
99.36,1.3518,0.0989,"887,882",Leaking
99.36,1.1574,0.0516,"887,882",Leaking
99.36,0.0378,0.0259,"887,882",Leaking
99.36,0.4824,0.0434,"887,882",Leaking
99.36,0.5868,0.0319,"887,882",Leaking
99.36,0.3132,0.0166,"887,882",Leaking
99.36,0.1746,0.0106,"887,882",Leaking
99.36,0.1512,0.0129,"887,882",Leaking
99.35,0.2322,0.0218,"887,882",Leaking
99.35,0.3402,0.0278,"887,882",Leaking
99.35,0.3816,0.0275,"887,882",Leaking
99.35,0.3438,0.0213,"887,882",Leaking
99.35,0.02412,0.0136,"887,882",Leaking
99.35,0.1728,0.0128,"887,882",Leaking
99.35,0.1854,0.0165,"887,882",Leaking
99.35,0.2484,0.023,"887,882",Leaking
99.34,0.333,0.0272,"887,882",Leaking
99.34,0.36,0.0245,"887,882",Leaking
99.34,0.3222,0.0201,"887,882",Leaking
99.34,0.261,0.0172,"887,882",Leaking
99.34,0.2322,0.0169,"887,882",Leaking
99.34,0.2376,0.021,"887,882",Leaking
99.34,0.288,0.0246,"887,882",Leaking
99.34,0.3348,0.0267,"887,882",Leaking
99.34,0.36,0.0255,"887,882",Leaking
99.34,0.3402,0.0213,"887,882",Leaking
99.34,0.288,0.0178,"887,882",Leaking
99.34,0.2448,0.0173,"887,882",Leaking
99.34,0.2358,0.0187,"887,882",Leaking
99.34,0.2556,0.0228,"887,882",Leaking
99.34,0.3042,0.0242,"887,882",Leaking
99.34,0.3258,0.0218,"887,882",Leaking
99.34,0.3006,0.0205,"887,882",Leaking
99.34,0.2754,0.0202,"887,882",Leaking
99.34,0.2772,0.0212,"887,882",Leaking
99.33,0.2826,0.0216,"887,882",Leaking
99.33,0.2898,0.0237,"887,882",Leaking
99.33,0.315,0.0223,"887,882",Leaking
99.32,0.3096,0.0201,"887,882",Leaking
99.32,0.2826,0.0181,"887,882",Leaking
99.32,0.2502,0.0197,"887,882",Leaking
99.32,0.2574,0.021,"887,882",Leaking
99.44,29.944,2.2134,"887,882",No leaking
99.44,29.899,2.2131,"887,882",No leaking
99.32,0.2044,0.0223,"887,882",Leaking
99.32,0.3024,0.0221,"887,882",Leaking
99.32,0.3024,0.0221,"887,882",Leaking
99.32,0.2952,0.0214,"887,882",Leaking
99.44,29.899,2.2163,"887,882",No leaking
99.44,29.928,2.2138,"887,882",No leaking
99.44,29.914,2.2181,"887,882",No leaking
99.44,29.952,2.2112,"887,882",No leaking
99.44,29.853,2.2002,"887,882",No leaking
99.44,29.728,2.1961,"887,882",No leaking
99.44,29.664,2.1947,"887,882",No leaking
99.44,29.656,2.1997,"887,882",No leaking
99.44,29.714,2.2003,"887,882",No leaking
99.44,29.718,2.1936,"887,882",No leaking
99.44,29.64,2.1884,"887,882",No leaking
99.32,0.2934,0.022,"887,882",Leaking
99.32,0.297,0.0216,"887,882",Leaking
99.32,0.283,0.0213,"887,882",Leaking
99.32,0.288,0.0217,"887,882",Leaking
99.32,0.3006,0.0227,"887,882",Leaking
99.32,0.3042,0.0221,"887,882",Leaking
99.32,0.2952,0.0209,"887,882",Leaking
99.32,0.279,0.0204,"887,882",Leaking
99.32,0.2718,0.019,"887,882",Leaking
99.32,0.2664,0.0213,"887,882",Leaking
99.32,0.3096,0.0241,"887,882",Leaking
99.32,0.3222,0.0221,"887,882",Leaking
99.31,0.297,0.021,"887,882",Leaking
99.44,29.563,2.1873,"887,882",No leaking
99.43,29.577,2.1895,"887,882",No leaking
99.43,29.563,2.195,"887,882",No leaking
99.44,29.593,2.1812,"887,882",No leaking
99.43,29.482,2.178,"887,882",No leaking
99.43,29.386,2.1791,"887,882",No leaking
99.43,29.437,2.1693,"887,882",No leaking
99.31,0.2844,0.0199,"887,882",Leaking
99.31,0.27,0.0211,"887,882",Leaking
99.31,0.2844,0.0215,"887,882",Leaking
99.31,0.2916,0.0216,"887,882",Leaking
99.3,0.2934,0.0225,"887,882",Leaking
99.3,0.297,0.0233,"887,882",Leaking
99.3,0.3132,0.023,"887,882",Leaking
99.3,0.3132,0.0232,"887,882",Leaking
99.3,0.3132,0.0222,"887,882",Leaking
99.3,0.3042,0.0213,"887,882",Leaking
99.3,0.2898,0.0209,"887,882",Leaking
99.3,0.2844,0.0202,"887,882",Leaking
99.3,0.288,0.0217,"887,882",Leaking
99.3,0.2952,0.0221,"887,882",Leaking
99.3,0.297,0.0212,"887,882",Leaking
99.3,0.2952,0.0207,"887,882",Leaking
99.3,0.2826,0.0209,"887,882",Leaking
99.26,0.2556,0.0191,"887,882",Leaking
99.26,0.2574,0.0209,"887,882",Leaking
99.26,0.2772,0.0217,"887,882",Leaking
99.26,0.2934,0.0218,"887,882",Leaking
99.25,0.2952,0.0205,"887,882",Leaking
99.25,0.2826,0.019,"887,882",Leaking
99.25,0.2664,0.0206,"887,882",Leaking
99.25,0.2772,0.0206,"887,882",Leaking
99.25,0.279,0.0197,"887,882",Leaking
99.25,0.2718,0.02,"887,882",Leaking
99.25,0.27,0.02,"887,882",Leaking
99.43,29.359,2.1666,"887,882",No leaking
99.43,29.26,2.1683,"887,882",No leaking
99.43,29.295,2.1638,"887,882",No leaking
99.43,29.237,2.1637,"887,882",No leaking
99.43,29.187,2.1583,"887,882",No leaking
99.43,29.154,2.1567,"887,882",No leaking
99.43,29.129,2.1569,"887,882",No leaking
99.43,29.14,2.1557,"887,882",No leaking
99.43,29.1,2.1524,"887,882",No leaking
99.43,29.062,2.1484,"887,882",No leaking
99.43,29.012,2.1479,"887,882",No leaking
99.43,28.996,2.1441,"887,882",No leaking
99.43,28.971,2.1455,"887,882",No leaking
99.25,0.2602,0.0211,"887,882",Leaking
99.25,0.2808,0.02,"887,882",Leaking
99.25,0.2754,0.0212,"887,882",Leaking
99.25,0.2808,0.0194,"887,882",Leaking
99.25,0.2592,0.0196,"887,882",Leaking
99.25,0.27,0.0201,"887,882",Leaking
99.25,0.2718,0.0206,"887,882",Leaking
99.25,0.2862,0.0219,"887,882",Leaking
99.25,0.297,0.0217,"887,882",Leaking
99.3,26.904,1.6662,"887,882",Leaking
99.33,23.265,1.372,"887,882",Leaking
99.32,19.283,1.1286,"887,882",Leaking
99.34,15.854,0.7013,"887,882",Leaking
99.38,11.215,0.577,"887,882",Leaking
99.38,7.6104,0.8186,"887,882",Leaking
99.35,10.382,0.9514,"887,882",Leaking
99.34,12.222,0.7153,"887,882",Leaking
99.37,11.489,0.3752,"887,882",Leaking
99.43,28.999,2.1481,"887,882",No leaking
99.43,28.994,2.1419,"887,882",No leaking
99.42,28.924,2.1389,"887,882",No leaking
99.43,28.877,2.1402,"887,882",No leaking
99.42,28.913,2.1409,"887,882",No leaking
99.42,28.918,2.1384,"887,882",No leaking
99.43,28.888,2.1374,"887,882",No leaking
99.42,28.868,2.1347,"887,882",No leaking
99.42,28.848,2.1393,"887,882",No leaking
99.42,28.893,2.1356,"887,882",No leaking
99.42,28.857,2.1417,"887,882",No leaking
99.42,28.893,2.1424,"887,882",No leaking
99.42,28.936,2.1358,"887,882",No leaking
99.42,28.85,2.1261,"887,882",No leaking
99.42,28.729,2.1268,"887,882",No leaking
99.42,28.731,2.1262,"887,882",No leaking
99.42,28.645,2.1134,"887,882",No leaking
99.42,28.571,2.1068,"887,882",No leaking
99.42,28.477,2.1128,"887,882",No leaking
99.42,28.526,2.1119,"887,882",No leaking
99.42,28.517,2.1106,"887,882",No leaking
99.42,28.497,2.1188,"887,882",No leaking
99.57,11.865,0.7999,"887,882",Leaking
99.55,9.8729,0.5809,"887,882",Leaking
99.46,7.7562,0.6525,"887,882",Leaking
99.52,8.9046,0.7414,"887,882",Leaking
100.1,10.033,0.6905,"887,882",Leaking
100.1,9.5166,0.76,"887,882",Leaking
100,10.393,0.8461,"887,882",Leaking
101,11.646,0.9136,"887,882",Leaking
100,12.486,0.9648,"887,882",Leaking
100.6,12.664,0.6312,"887,882",Leaking
99.97,6.7194,0.4232,"887,882",Leaking
99.95,5.1048,0.4473,"887,882",Leaking
101,9.7182,0.7047,"887,882",Leaking
91.46,9.9324,0.6023,"887,882",Leaking
99.42,28.594,2.1159,"887,882",No leaking
99.42,28.609,2.1149,"887,882",No leaking
99.42,28.566,2.1072,"887,882",No leaking
99.41,28.508,2.113,"887,882",No leaking
99.41,28.506,2.1065,"887,882",No leaking
99.41,28.407,2.1024,"887,882",No leaking
99.41,28.398,2.1012,"887,882",No leaking
99.41,28.371,2.0993,"887,882",No leaking
99.41,28.362,2.0993,"887,882",No leaking
99.41,28.36,2.1006,"887,882",No leaking
99.41,28.414,2.1083,"887,882",No leaking
90.78,7.0542,0.8684,"887,882",Leaking
90.78,12.429,0,"887,882",Leaking
99.11,4.9716,0.92,"887,882",Leaking
99.11,12.429,0.92,"887,882",Leaking
99.09,12.691,1.1457,"887,882",Leaking
93.25,15.458,0,"887,882",Leaking
93.25,6.9642,1.1457,"887,882",Leaking
100.1,14.704,1.1457,"887,882",Leaking
94.37,14.328,0.884,"887,882",Leaking
99.89,10.416,0.6512,"887,882",Leaking
99.71,9.0107,0.7423,"887,882",Leaking
100,10.83,0.8572,"887,882",Leaking
99.41,28.506,2.111,"887,882",No leaking
99.41,28.472,2.1002,"887,882",No leaking
99.41,28.303,2.0882,"887,882",No leaking
99.41,28.191,2.0861,"887,882",No leaking
99.41,28.177,2.0873,"887,882",No leaking
99.41,28.229,2.0947,"887,882",No leaking
99.41,28.303,2.0964,"887,882",No leaking
99.41,28.323,2.0955,"887,882",No leaking
99.4,28.306,2.094,"887,882",No leaking
99.41,28.141,2.0793,"887,882",No leaking
99.78,11.516,0.7832,"887,882",Leaking
99.67,8.7731,0.4558,"887,882",Leaking
99.48,5.4504,0.3633,"887,882",Leaking
99.45,4.6206,0.325,"887,882",Leaking
99.45,4.302,0.3155,"887,882",Leaking
100.4,4.2624,0.3155,"887,882",Leaking
100.4,4.05,0.3155,"887,882",Leaking
101.1,3.1968,0,"887,882",Leaking
101.3,2.9844,0.3155,"887,882",Leaking
101.3,4.239,0,"887,882",Leaking
100.2,0.2106,0,"887,882",Leaking
100.1,0,0.3631,"887,882",Leaking
100,4.4262,0.4759,"887,882",Leaking
99.41,28.089,2.082,"887,882",No leaking
99.34,27.456,2.0631,"887,882",No leaking
99.34,27.632,2.0473,"887,882",No leaking
106.3,6.5213,0.5069,"887,882",Leaking
99.93,6.8364,0.4917,"887,882",Leaking
99.73,6.8814,0.6659,"887,882",Leaking
91.94,9.3672,0.9492,"887,882",Leaking
100,12.7,1.0739,"887,882",Leaking
100,14.382,1.0851,"887,882",Leaking
100,14.623,1.0851,"887,882",Leaking
101.2,14.659,1.0851,"887,882",Leaking
101.2,13.924,1.0852,"887,882",Leaking
94.18,5.13,1.0851,"887,882",Leaking
95.38,5.8644,1.0851,"887,882",Leaking
101,14.657,1.1051,"887,882",Leaking
94.75,14.992,1.0033,"887,882",Leaking
99.79,13.996,0.7321,"887,882",Leaking
99.68,10.821,0.5248,"887,882",Leaking
99.6,7.8876,0.6544,"887,882",Leaking
99.5,8.226,0.6799,"887,882",Leaking
99.55,0.5409,0.4352,"887,882",Leaking
93.3,4.7412,0.3036,"887,882",Leaking
100,4.608,0.4211,"887,882",Leaking
100.1,7.1308,0.6936,"887,882",Leaking
100.1,10.81,0.7146,"887,882",Leaking
99.13,9.3276,0.5907,"887,882",Leaking
99.15,6.435,0.4419,"887,882",Leaking
99.07,5.9004,0.4322,"887,882",Leaking
100.1,5.8373,0.4322,"887,882",Leaking
100.1,5.256,0.4322,"887,882",Leaking
94.43,5.2542,0.4322,"887,882",Leaking
94.43,5.8392,0.4322,"887,882",Leaking
104.4,15.793,0.9907,"887,882",Leaking
85.08,13.62,0.8843,"887,882",Leaking
99.41,28.132,2.0836,"887,882",No leaking
99.41,28.132,2.0764,"887,882",No leaking
99.41,28.094,2.0789,"887,882",No leaking
99.36,28.036,2.0691,"887,882",No leaking
99.36,27.955,2.0707,"887,882",No leaking
99.38,27.966,2.0739,"887,882",No leaking
99.37,28.008,2.0717,"887,882",No leaking
99.34,27.99,2.0611,"887,882",No leaking
99.32,27.86,1.9607,"887,882",No leaking
99.34,27.58,2.0756,"887,882",No leaking
99.34,27.572,2.0739,"887,882",No leaking
99.34,27.458,2.0526,"887,882",No leaking
99.95,12.126,0.8636,"887,882",Leaking
90.57,11.682,0.9639,"887,882",Leaking
90.57,11.543,0.9632,"887,882",Leaking
90.57,9.8902,0.652,"887,882",Leaking
90.57,9.8948,0.5231,"887,882",Leaking
90.57,6.3862,0.4942,"887,882",Leaking
90.57,7.2134,0.6932,"887,882",Leaking
90.57,7.0125,0.6341,"887,882",Leaking
90.57,6.2562,0.5523,"887,882",Leaking
90.57,5.4531,0.4726,"887,882",Leaking
90.57,5.4267,0.4631,"887,882",Leaking
99.01,25.761,1.9035,"695,695",Leaking
99.01,26.224,2.0179,"695,695",Leaking
99,26.227,1.7962,"695,695",Leaking
98.93,23.932,1.5994,"695,695",Leaking
98.93,21.088,1.2869,"695,695",Leaking
98.89,16.156,0.79,"695,695",Leaking
98.91,9.7073,0.4891,"695,695",Leaking
98.96,7.1352,0.7713,"695,695",Leaking
98.99,10.616,0.9155,"695,695",Leaking
98.98,12.24,0.8694,"695,695",Leaking
99.05,11.421,0.6966,"695,695",Leaking
99.76,9.5921,0.6796,"695,695",Leaking
99.5,9.342,0.2317,"695,695",Leaking
99.42,9.7884,0.5999,"695,695",Leaking
96.69,7.695,0.4102,"695,695",Leaking
99.76,5.517,0.2949,"695,695",Leaking
99.61,4.2137,0.3905,"695,695",Leaking
99.02,29.154,2.15,"695,695",No Leaking
99.02,29.203,2.1571,"695,695",No Leaking
99.02,29,2.1521,"695,695",No Leaking
99.01,29.133,2.1562,"695,695",No Leaking
99.01,29.097,2.152,"695,695",No Leaking
98.99,29.035,2.141,"695,695",No Leaking
99.01,28.296,2.0821,"695,695",No Leaking
98.99,27.405,2.0735,"695,695",No Leaking
101.6,33.669,2.3434,"695,695",No Leaking
54.7,31.68,2.2313,"695,695",No Leaking
57.1,30.213,2.2253,"695,695",No Leaking
100,30.063,2.2253,"695,695",No Leaking
100.6,30.061,2.153,"695,695",No Leaking
98.75,5.4108,0.5404,"695,695",Leaking
98.79,7.353,0.6171,"695,695",Leaking
98.07,0.3403,0.5841,"695,695",Leaking
99.59,7.65,0.993,"695,695",Leaking
99.46,12.304,1.1963,"695,695",Leaking
99.3,15.093,1.2007,"695,695",Leaking
99.29,16.443,1.1306,"695,695",Leaking
98.82,15.696,0.9127,"695,695",Leaking
98.93,13.789,0.5745,"695,695",Leaking
98.94,9.712,0.5662,"695,695",Leaking
0,7.6266,0,"695,695",Leaking
98.65,5.7366,0,"695,695",Leaking
100.1,26.55,1.9154,"695,695",Leaking
100.1,26.357,2.0039,"695,695",Leaking
100.3,26.906,1.9105,"695,695",Leaking
100.2,29.018,2.1316,"695,695",No Leaking
100.2,28.818,2.1216,"695,695",No Leaking
100.2,28.675,2.132,"695,695",No Leaking
100.1,28.758,2.142,"695,695",No Leaking
100.1,28.915,2.1342,"695,695",No Leaking
100.3,24.097,1.6637,"695,695",Leaking
100.2,21.438,1.4351,"695,695",Leaking
100.1,18.303,1.1706,"695,695",Leaking
100.1,15.075,1.0101,"695,695",Leaking
100.1,13.568,0.9962,"695,695",Leaking
100,12.843,0.7704,"695,695",Leaking
100,9.9162,0.4839,"695,695",Leaking
100.1,5.0086,0.2862,"695,695",Leaking
100.1,4.6547,0.6694,"695,695",Leaking
100.3,9.1961,0.7191,"695,695",Leaking
100.3,9.7794,0.7121,"695,695",Leaking
100.3,9.6173,0.7496,"695,695",Leaking
100.3,10.324,0.0102,"695,695",Leaking
100.2,10.94,0.6999,"695,695",Leaking
100.2,9.6606,0.5209,"695,695",Leaking
100.1,28.855,2.1414,"695,695",No Leaking
100.1,28.902,2.1375,"695,695",No Leaking
100.1,28.095,2.1341,"695,695",No Leaking
100.1,28.832,2.1417,"695,695",No Leaking
100.1,28.9,2.1405,"695,695",No Leaking
100.1,28.931,2.1437,"695,695",No Leaking
100,28.938,2.1445,"695,695",No Leaking
100.1,28.981,2.1362,"695,695",No Leaking
100.1,28.079,2.1304,"695,695",No Leaking
100,28.832,2.1299,"695,695",No Leaking
100,28.567,2.0635,"695,695",No Leaking
100.3,27.549,2.0862,"695,695",No Leaking
100.3,28.463,2.4107,"695,695",No Leaking
100.3,27.918,2.0041,"695,695",No Leaking
100.1,29.217,2.165,"695,695",No Leaking
100,29.183,2.4604,"695,695",No Leaking
100,29.194,2.1617,"695,695",No Leaking
100,29.23,2.162,"695,695",No Leaking
100,29.165,2.1508,"695,695",No Leaking
100.2,6.0868,0.4492,"695,695",Leaking
100.2,6.2136,0.7509,"695,695",Leaking
100.3,9.6299,0.8401,"695,695",Leaking
100.3,11.179,0.8113,"695,695",Leaking
100,10.963,0.7656,"695,695",Leaking
107.7,10.404,0.717,"695,695",Leaking
101,9.9288,0.6406,"695,695",Leaking
101.6,0.9279,0.6478,"695,695",Leaking
101.4,0.7425,0.6341,"695,695",Leaking
101.2,0.6742,0.4737,"695,695",Leaking
101.1,6.975,0.4446,"695,695",Leaking
101,5.5241,0.7322,"695,695",Leaking
100,0.433,0.901,"695,695",Leaking
100,11.202,0.9379,"695,695",Leaking
100.7,12.454,0.9506,"695,695",Leaking
100.8,12.88,0.9541,"695,695",Leaking
95.54,12.059,0.9417,"695,695",Leaking
100.7,7.5528,0.5573,"695,695",Leaking
105,6.0616,0.4377,"695,695",Leaking
105.7,6.3558,0.6202,"695,695",Leaking
105.6,10.402,0.9615,"695,695",Leaking
101.7,13.509,1.1278,"695,695",Leaking
101.5,15.685,1.192,"695,695",Leaking
101.3,15.737,1.0703,"695,695",Leaking
107.3,14.205,0.9956,"695,695",Leaking
101,12.942,0.8834,"695,695",Leaking
100.8,11.415,0.7962,"695,695",Leaking
100.7,10.987,0.883,"695,695",Leaking
92.69,12.153,0.9171,"695,695",Leaking
101.8,12.272,0.7877,"695,695",Leaking
101.6,10.756,0.8324,"695,695",Leaking
101.3,11.372,0.7915,"695,695",Leaking
101.2,10.053,0.4411,"695,695",Leaking
101,6.309,0.5357,"695,695",Leaking
100.9,7.2881,0.2202,"695,695",Leaking
100.9,9.5166,0.6775,"695,695",Leaking
100,9.1224,0.636,"695,695",Leaking
100.6,8.775,0.8922,"695,695",Leaking
100.5,11.574,0.7793,"695,695",Leaking
100.5,10.715,0.4643,"695,695",Leaking
100.4,6.6294,0.317,"695,695",Leaking
100.5,4.347,0.9731,"695,695",Leaking
100.5,4.8636,0.4219,"695,695",Leaking
100,5.5008,0.6563,"695,695",Leaking
100.6,7.9182,0.935,"695,695",Leaking
100.6,11.917,0.9063,"695,695",Leaking
100.6,12.475,0.855,"695,695",Leaking
100.5,11.642,0.8266,"695,695",Leaking
100.4,11.338,0.804,"695,695",Leaking
100.4,11.079,0.7533,"695,695",Leaking
100.4,10.28,0.7279,"695,695",Leaking
104.6,9.8496,0.7015,"695,695",Leaking
100,29.068,2.1499,"695,695",No Leaking
100,29.048,2.1533,"695,695",No Leaking
100,29.082,2.1459,"695,695",No Leaking
100,29.021,2.1288,"695,695",No Leaking
100,28.803,2.131,"695,695",No Leaking
100,28.773,2.1316,"695,695",No Leaking
100,28.834,2.1334,"695,695",No Leaking
104.5,9.6732,0.7149,"695,695",Leaking
100.7,1.449,0,"695,695",Leaking
99.97,7.9038,0.6032,"695,695",Leaking
100.1,7.8912,0.5792,"695,695",Leaking
100,7.8228,0.579,"695,695",Leaking
100.7,8.9892,0.814,"695,695",Leaking
100.6,12.409,0.8907,"695,695",Leaking
100.5,12.009,0.81,"695,695",Leaking
100.4,10.841,0.234,"695,695",Leaking
100.4,9.1187,0.5052,"695,695",Leaking
100.4,6.4836,0.5262,"695,695",Leaking
100.4,8.6508,0.9636,"695,695",Leaking
100.4,13.224,1.0617,"695,695",Leaking
100.3,14.394,1.0894,"695,695",Leaking
100,14.704,1.0866,"695,695",Leaking
100,14.634,1.0656,"695,695",Leaking
100.7,14.347,1.0732,"695,695",Leaking
10.5,14.461,1.025,"695,695",Leaking
100.6,13.797,0.9543,"695,695",Leaking
90.92,12.7,0.8235,"695,695",Leaking
98.74,11.527,0.7588,"695,695",Leaking
100,10.42,0.7045,"695,695",Leaking
100.8,8.9873,0,"695,695",Leaking
100.7,0,1.0519,"695,695",Leaking
100.6,7.9182,0.9431,"695,695",Leaking
100.6,13.201,0.7404,"695,695",Leaking
100,28.823,2.1309,"695,695",No Leaking
100,28.8,2.1264,"695,695",No Leaking
100,28.747,2.125,"695,695",No Leaking
100,28.702,2.1275,"695,695",No Leaking
100,28.755,2.1167,"695,695",No Leaking
100,28.643,2.114,"695,695",No Leaking
100.6,10.319,0.6346,"695,695",Leaking
100.5,8.7696,0.7566,"695,695",Leaking
100.5,9.6533,0.8574,"695,695",Leaking
100.4,11.473,0.8272,"695,695",Leaking
100.4,11.3,0.7401,"695,695",Leaking
100.5,10.371,0.638,"695,695",Leaking
100.7,8.9028,0.5901,"695,695",Leaking
100.6,8.1719,0.6984,"695,695",Leaking
101.5,9.9162,0.7022,"695,695",Leaking
100,26.371,1.7729,"695,695",Leaking
99.99,22.159,1.4102,"695,695",Leaking
99.97,16.653,0.6431,"695,695",Leaking
100,0.7731,0.3959,"695,695",Leaking
100,28.5,2.1136,"695,695",No Leaking
100,28.537,2.109,"695,695",No Leaking
100,28.477,2.1065,"695,695",No Leaking
100,28.423,2.1012,"695,695",No Leaking
100,5.0266,0.42,"695,695",Leaking
100,5.5746,0.4019,"695,695",Leaking
100,5.7366,0.2258,"695,695",Leaking
100,3.4308,0.1754,"695,695",Leaking
100,2.4102,0.2415,"695,695",Leaking
99.97,3.3012,0.1153,"695,695",Leaking
0.99,80.1656,0,"695,695",Leaking
100,28.393,2.1054,"695,695",No Leaking
100,28.418,2.0592,"695,695",No Leaking
